0.482225,0.639493,0.552497,0.254465,-0.140764,-0.482225,-0.639493,-0.552497,-0.254465,0.140764,0.482225;0.210283,0.205258,0.121832,-0.00813047,-0.134987,-0.210283,-0.205258,-0.121832,0.00813047,0.134987,0.210283;-0.14198,-0.307379,-0.355369,-0.26762,-0.0776499,0.14198,0.307379,0.355369,0.26762,0.0776499,-0.14198;-0.440012,-0.702607,-0.696831,-0.424888,0.00934692,0.440012,0.702607,0.696831,0.424888,-0.00934692,-0.440012;-0.569974,-0.829464,-0.772127,-0.419863,0.0927735,0.569974,0.829464,0.772127,0.419863,-0.0927735,-0.569974;-0.482225,-0.639493,-0.552497,-0.254465,0.140764,0.482225,0.639493,0.552497,0.254465,-0.140764,-0.482225;-0.210283,-0.205258,-0.121832,0.00813047,0.134987,0.210283,0.205258,0.121832,-0.00813047,-0.134987,-0.210283;0.14198,0.307379,0.355369,0.26762,0.0776499,-0.14198,-0.307379,-0.355369,-0.26762,-0.0776499,0.14198;0.440012,0.702607,0.696831,0.424888,-0.00934692,-0.440012,-0.702607,-0.696831,-0.424888,0.00934692,0.440012;0.569974,0.829464,0.772127,0.419863,-0.0927735,-0.569974,-0.829464,-0.772127,-0.419863,0.0927735,0.569974;0.482225,0.639493,0.552497,0.254465,-0.140764,-0.482225,-0.639493,-0.552497,-0.254465,0.140764,0.482225
0.47159,0.662305,0.600042,0.308584,-0.100743,-0.47159,-0.662305,-0.600042,-0.308584,0.100743,0.47159;0.236373,0.255456,0.176964,0.0308768,-0.127004,-0.236373,-0.255456,-0.176964,-0.0308768,0.127004,0.236373;-0.0891294,-0.248968,-0.313709,-0.258624,-0.104753,0.0891294,0.248968,0.313709,0.258624,0.104753,-0.0891294;-0.380588,-0.658295,-0.684555,-0.449339,-0.0424907,0.380588,0.658295,0.684555,0.449339,0.0424907,-0.380588;-0.526675,-0.816175,-0.793925,-0.468422,0.0360021,0.526675,0.816175,0.793925,0.468422,-0.0360021,-0.526675;-0.47159,-0.662305,-0.600042,-0.308584,0.100743,0.47159,0.662305,0.600042,0.308584,-0.100743,-0.47159;-0.236373,-0.255456,-0.176964,-0.0308768,0.127004,0.236373,0.255456,0.176964,0.0308768,-0.127004,-0.236373;0.0891294,0.248968,0.313709,0.258624,0.104753,-0.0891294,-0.248968,-0.313709,-0.258624,-0.104753,0.0891294;0.380588,0.658295,0.684555,0.449339,0.0424907,-0.380588,-0.658295,-0.684555,-0.449339,-0.0424907,0.380588;0.526675,0.816175,0.793925,0.468422,-0.0360021,-0.526675,-0.816175,-0.793925,-0.468422,0.0360021,0.526675;0.47159,0.662305,0.600042,0.308584,-0.100743,-0.47159,-0.662305,-0.600042,-0.308584,0.100743,0.47159
0.454424,0.678859,0.643992,0.363143,-0.0564148,-0.454424,-0.678859,-0.643992,-0.363143,0.0564148,0.454424;0.256181,0.302039,0.232528,0.0741997,-0.112471,-0.256181,-0.302039,-0.232528,-0.0741997,0.112471,0.256181;-0.0399144,-0.190149,-0.267754,-0.243085,-0.125566,0.0399144,0.190149,0.267754,0.243085,0.125566,-0.0399144;-0.320764,-0.609707,-0.665763,-0.46752,-0.0907002,0.320764,0.609707,0.665763,0.46752,0.0907002,-0.320764;-0.479092,-0.796377,-0.809473,-0.513378,-0.0211895,0.479092,0.796377,0.809473,0.513378,0.0211895,-0.479092;-0.454424,-0.678859,-0.643992,-0.363143,0.0564148,0.454424,0.678859,0.643992,0.363143,-0.0564148,-0.454424;-0.256181,-0.302039,-0.232528,-0.0741997,0.112471,0.256181,0.302039,0.232528,0.0741997,-0.112471,-0.256181;0.0399144,0.190149,0.267754,0.243085,0.125566,-0.0399144,-0.190149,-0.267754,-0.243085,-0.125566,0.0399144;0.320764,0.609707,0.665763,0.46752,0.0907002,-0.320764,-0.609707,-0.665763,-0.46752,-0.0907002,0.320764;0.479092,0.796377,0.809473,0.513378,0.0211895,-0.479092,-0.796377,-0.809473,-0.513378,-0.0211895,0.479092;0.454424,0.678859,0.643992,0.363143,-0.0564148,-0.454424,-0.678859,-0.643992,-0.363143,0.0564148,0.454424
0.430976,0.688911,0.683706,0.417348,-0.00842253,-0.430976,-0.688911,-0.683706,-0.417348,0.00842253,0.430976;0.269462,0.344365,0.287731,0.121194,-0.0916348,-0.269462,-0.344365,-0.287731,-0.121194,0.0916348,0.269462;0.00502357,-0.131717,-0.218147,-0.221252,-0.139846,-0.00502357,0.131717,0.218147,0.221252,0.139846,0.00502357;-0.261334,-0.557488,-0.6407,-0.479187,-0.13464,0.261334,0.557488,0.6407,0.479187,0.13464,-0.261334;-0.427871,-0.770317,-0.818528,-0.554089,-0.0780069,0.427871,0.770317,0.818528,0.554089,0.0780069,-0.427871;-0.430976,-0.688911,-0.683706,-0.417348,0.00842253,0.430976,0.688911,0.683706,0.417348,-0.00842253,-0.430976;-0.269462,-0.344365,-0.287731,-0.121194,0.0916348,0.269462,0.344365,0.287731,0.121194,-0.0916348,-0.269462;-0.00502357,0.131717,0.218147,0.221252,0.139846,0.00502357,-0.131717,-0.218147,-0.221252,-0.139846,-0.00502357;0.261334,0.557488,0.6407,0.479187,0.13464,-0.261334,-0.557488,-0.6407,-0.479187,-0.13464,0.261334;0.427871,0.770317,0.818528,0.554089,0.0780069,-0.427871,-0.770317,-0.818528,-0.554089,-0.0780069,0.427871;0.430976,0.688911,0.683706,0.417348,-0.00842253,-0.430976,-0.688911,-0.683706,-0.417348,0.00842253,0.430976
0.40158,0.692309,0.718601,0.470411,0.0425401,-0.40158,-0.692309,-0.718601,-0.470411,-0.0425401,0.40158;0.276065,0.381852,0.341784,0.171167,-0.0648308,-0.276065,-0.381852,-0.341784,-0.171167,0.0648308,0.276065;0.0451032,-0.07446,-0.165582,-0.193457,-0.147439,-0.0451032,0.07446,0.165582,0.193457,0.147439,0.0451032;-0.203087,-0.502331,-0.609702,-0.484187,-0.17373,0.203087,0.502331,0.609702,0.484187,0.17373,-0.203087;-0.373704,-0.738328,-0.820936,-0.589974,-0.133662,0.373704,0.738328,0.820936,0.589974,0.133662,-0.373704;-0.40158,-0.692309,-0.718601,-0.470411,-0.0425401,0.40158,0.692309,0.718601,0.470411,0.0425401,-0.40158;-0.276065,-0.381852,-0.341784,-0.171167,0.0648308,0.276065,0.381852,0.341784,0.171167,-0.0648308,-0.276065;-0.0451032,0.07446,0.165582,0.193457,0.147439,0.0451032,-0.07446,-0.165582,-0.193457,-0.147439,-0.0451032;0.203087,0.502331,0.609702,0.484187,0.17373,-0.203087,-0.502331,-0.609702,-0.484187,-0.17373,0.203087;0.373704,0.738328,0.820936,0.589974,0.133662,-0.373704,-0.738328,-0.820936,-0.589974,-0.133662,0.373704;0.40158,0.692309,0.718601,0.470411,0.0425401,-0.40158,-0.692309,-0.718601,-0.470411,-0.0425401,0.40158
0.366651,0.688993,0.748164,0.521561,0.0957393,-0.366651,-0.688993,-0.748164,-0.521561,-0.0957393,0.366651;0.275929,0.413987,0.393917,0.223383,-0.032475,-0.275929,-0.413987,-0.393917,-0.223383,0.032475,0.275929;0.0798111,-0.0191478,-0.110793,-0.160119,-0.148285,-0.0798111,0.0191478,0.110793,0.160119,0.148285,0.0798111;-0.146792,-0.444969,-0.573183,-0.482461,-0.207455,0.146792,0.444969,0.573183,0.482461,0.207455,-0.146792;-0.317325,-0.700827,-0.816637,-0.62052,-0.187384,0.317325,0.700827,0.816637,0.62052,0.187384,-0.317325;-0.366651,-0.688993,-0.748164,-0.521561,-0.0957393,0.366651,0.688993,0.748164,0.521561,0.0957393,-0.366651;-0.275929,-0.413987,-0.393917,-0.223383,0.032475,0.275929,0.413987,0.393917,0.223383,-0.032475,-0.275929;-0.0798111,0.0191478,0.110793,0.160119,0.148285,0.0798111,-0.0191478,-0.110793,-0.160119,-0.148285,-0.0798111;0.146792,0.444969,0.573183,0.482461,0.207455,-0.146792,-0.444969,-0.573183,-0.482461,-0.207455,0.146792;0.317325,0.700827,0.816637,0.62052,0.187384,-0.317325,-0.700827,-0.816637,-0.62052,-0.187384,0.317325;0.366651,0.688993,0.748164,0.521561,0.0957393,-0.366651,-0.688993,-0.748164,-0.521561,-0.0957393,0.366651
0.326683,0.678996,0.771956,0.570054,0.150411,-0.326683,-0.678996,-0.771956,-0.570054,-0.150411,0.326683;0.269087,0.440332,0.443385,0.27708,0.00493989,-0.269087,-0.440332,-0.443385,-0.27708,-0.00493989,0.269087;0.108709,0.0334765,-0.054543,-0.121729,-0.142419,-0.108709,-0.0334765,0.054543,0.121729,0.142419,0.108709;-0.0931924,-0.386166,-0.531638,-0.474042,-0.235378,0.0931924,0.386166,0.531638,0.474042,0.235378,-0.0931924;-0.259498,-0.658307,-0.805665,-0.645287,-0.238431,0.259498,0.658307,0.805665,0.645287,0.238431,-0.259498;-0.326683,-0.678996,-0.771956,-0.570054,-0.150411,0.326683,0.678996,0.771956,0.570054,0.150411,-0.326683;-0.269087,-0.440332,-0.443385,-0.27708,-0.00493989,0.269087,0.440332,0.443385,0.27708,0.00493989,-0.269087;-0.108709,-0.0334765,0.054543,0.121729,0.142419,0.108709,0.0334765,-0.054543,-0.121729,-0.142419,-0.108709;0.0931924,0.386166,0.531638,0.474042,0.235378,-0.0931924,-0.386166,-0.531638,-0.474042,-0.235378,0.0931924;0.259498,0.658307,0.805665,0.645287,0.238431,-0.259498,-0.658307,-0.805665,-0.645287,-0.238431,0.259498;0.326683,0.678996,0.771956,0.570054,0.150411,-0.326683,-0.678996,-0.771956,-0.570054,-0.150411,0.326683
0.282238,0.662444,0.78962,0.615187,0.205774,-0.282238,-0.662444,-0.78962,-0.615187,-0.205774,0.282238;0.255667,0.46053,0.489486,0.331475,0.046852,-0.255667,-0.46053,-0.489486,-0.331475,-0.046852,0.255667;0.13144,0.0827083,0.00238509,-0.0788491,-0.129966,-0.13144,-0.0827083,-0.00238509,0.0788491,0.129966,0.13144;-0.0429929,-0.326705,-0.485627,-0.459056,-0.257141,0.0429929,0.326705,0.485627,0.459056,0.257141,-0.0429929;-0.201004,-0.611328,-0.788146,-0.663918,-0.286097,0.201004,0.611328,0.788146,0.663918,0.286097,-0.201004;-0.282238,-0.662444,-0.78962,-0.615187,-0.205774,0.282238,0.662444,0.78962,0.615187,0.205774,-0.282238;-0.255667,-0.46053,-0.489486,-0.331475,-0.046852,0.255667,0.46053,0.489486,0.331475,0.046852,-0.255667;-0.13144,-0.0827083,-0.00238509,0.0788491,0.129966,0.13144,0.0827083,0.00238509,-0.0788491,-0.129966,-0.13144;0.0429929,0.326705,0.485627,0.459056,0.257141,-0.0429929,-0.326705,-0.485627,-0.459056,-0.257141,0.0429929;0.201004,0.611328,0.788146,0.663918,0.286097,-0.201004,-0.611328,-0.788146,-0.663918,-0.286097,0.201004;0.282238,0.662444,0.78962,0.615187,0.205774,-0.282238,-0.662444,-0.78962,-0.615187,-0.205774,0.282238
0.233938,0.639555,0.800883,0.656302,0.261035,-0.233938,-0.639555,-0.800883,-0.656302,-0.261035,0.233938;0.235885,0.474307,0.531561,0.385776,0.0926382,-0.235885,-0.474307,-0.531561,-0.385776,-0.0926382,0.235885;0.147731,0.127891,0.0592004,-0.0321027,-0.111144,-0.147731,-0.127891,-0.0592004,0.0321027,0.111144,0.147731;0.00315002,-0.267376,-0.435773,-0.43772,-0.272472,-0.00315002,0.267376,0.435773,0.43772,0.272472,0.00315002;-0.142635,-0.560514,-0.764296,-0.676142,-0.329726,0.142635,0.560514,0.764296,0.676142,0.329726,-0.142635;-0.233938,-0.639555,-0.800883,-0.656302,-0.261035,0.233938,0.639555,0.800883,0.656302,0.261035,-0.233938;-0.235885,-0.474307,-0.531561,-0.385776,-0.0926382,0.235885,0.474307,0.531561,0.385776,0.0926382,-0.235885;-0.147731,-0.127891,-0.0592004,0.0321027,0.111144,0.147731,0.127891,0.0592004,-0.0321027,-0.111144,-0.147731;-0.00315002,0.267376,0.435773,0.43772,0.272472,0.00315002,-0.267376,-0.435773,-0.43772,-0.272472,-0.00315002;0.142635,0.560514,0.764296,0.676142,0.329726,-0.142635,-0.560514,-0.764296,-0.676142,-0.329726,0.142635;0.233938,0.639555,0.800883,0.656302,0.261035,-0.233938,-0.639555,-0.800883,-0.656302,-0.261035,0.233938
0.182459,0.610632,0.805565,0.692799,0.315408,-0.182459,-0.610632,-0.805565,-0.692799,-0.315408,0.182459;0.210046,0.481483,0.569011,0.439196,0.141622,-0.210046,-0.481483,-0.569011,-0.439196,-0.141622,0.210046;0.157402,0.168425,0.115114,0.0178345,-0.0862576,-0.157402,-0.168425,-0.115114,-0.0178345,0.0862576,0.157402;0.0446367,-0.208967,-0.382752,-0.410339,-0.28119,-0.0446367,0.208967,0.382752,0.410339,0.28119,0.0446367;-0.0851787,-0.50654,-0.73442,-0.681777,-0.368718,0.0851787,0.50654,0.73442,0.681777,0.368718,-0.0851787;-0.182459,-0.610632,-0.805565,-0.692799,-0.315408,0.182459,0.610632,0.805565,0.692799,0.315408,-0.182459;-0.210046,-0.481483,-0.569011,-0.439196,-0.141622,0.210046,0.481483,0.569011,0.439196,0.141622,-0.210046;-0.157402,-0.168425,-0.115114,-0.0178345,0.0862576,0.157402,0.168425,0.115114,0.0178345,-0.0862576,-0.157402;-0.0446367,0.208967,0.382752,0.410339,0.28119,0.0446367,-0.208967,-0.382752,-0.410339,-0.28119,-0.0446367;0.0851787,0.50654,0.73442,0.681777,0.368718,-0.0851787,-0.50654,-0.73442,-0.681777,-0.368718,0.0851787;0.182459,0.610632,0.805565,0.692799,0.315408,-0.182459,-0.610632,-0.805565,-0.692799,-0.315408,0.182459
0.128519,0.576065,0.803573,0.724143,0.368116,-0.128519,-0.576065,-0.803573,-0.724143,-0.368116,0.128519;0.178539,0.481967,0.601301,0.490958,0.193086,-0.178539,-0.481967,-0.601301,-0.490958,-0.193086,0.178539;0.160362,0.203775,0.169353,0.0702436,-0.0556962,-0.160362,-0.203775,-0.169353,-0.0702436,0.0556962,0.160362;0.0809326,-0.152253,-0.327282,-0.377302,-0.283204,-0.0809326,0.152253,0.327282,0.377302,0.283204,0.0809326;-0.0294103,-0.450125,-0.698907,-0.68073,-0.402538,0.0294103,0.450125,0.698907,0.68073,0.402538,-0.0294103;-0.128519,-0.576065,-0.803573,-0.724143,-0.368116,0.128519,0.576065,0.803573,0.724143,0.368116,-0.128519;-0.178539,-0.481967,-0.601301,-0.490958,-0.193086,0.178539,0.481967,0.601301,0.490958,0.193086,-0.178539;-0.160362,-0.203775,-0.169353,-0.0702436,0.0556962,0.160362,0.203775,0.169353,0.0702436,-0.0556962,-0.160362;-0.0809326,0.152253,0.327282,0.377302,0.283204,0.0809326,-0.152253,-0.327282,-0.377302,-0.283204,-0.0809326;0.0294103,0.450125,0.698907,0.68073,0.402538,-0.0294103,-0.450125,-0.698907,-0.68073,-0.402538,0.0294103;0.128519,0.576065,0.803573,0.724143,0.368116,-0.128519,-0.576065,-0.803573,-0.724143,-0.368116,0.128519
0.0728722,0.536319,0.79491,0.749873,0.418409,-0.0728722,-0.536319,-0.79491,-0.749873,-0.418409,0.0728722;0.14183,0.475762,0.627969,0.540313,0.246276,-0.14183,-0.475762,-0.627969,-0.540313,-0.246276,0.14183;0.156613,0.23348,0.221165,0.124372,-0.0199259,-0.156613,-0.23348,-0.221165,-0.124372,0.0199259,0.156613;0.111576,-0.0979838,-0.270117,-0.339074,-0.278517,-0.111576,0.0979838,0.270117,0.339074,0.278517,0.111576;0.0239201,-0.392021,-0.658223,-0.673006,-0.430724,-0.0239201,0.392021,0.658223,0.673006,0.430724,0.0239201;-0.0728722,-0.536319,-0.79491,-0.749873,-0.418409,0.0728722,0.536319,0.79491,0.749873,0.418409,-0.0728722;-0.14183,-0.475762,-0.627969,-0.540313,-0.246276,0.14183,0.475762,0.627969,0.540313,0.246276,-0.14183;-0.156613,-0.23348,-0.221165,-0.124372,0.0199259,0.156613,0.23348,0.221165,0.124372,-0.0199259,-0.156613;-0.111576,0.0979838,0.270117,0.339074,0.278517,0.111576,-0.0979838,-0.270117,-0.339074,-0.278517,-0.111576;-0.0239201,0.392021,0.658223,0.673006,0.430724,0.0239201,-0.392021,-0.658223,-0.673006,-0.430724,-0.0239201;0.0728722,0.536319,0.79491,0.749873,0.418409,-0.0728722,-0.536319,-0.79491,-0.749873,-0.418409,0.0728722
0.0162916,0.491933,0.779673,0.769604,0.465573,-0.0162916,-0.491933,-0.779673,-0.769604,-0.465573,0.0162916;0.100457,0.462962,0.648631,0.586545,0.300419,-0.100457,-0.462962,-0.648631,-0.586545,-0.300419,0.100457;0.146252,0.257156,0.269835,0.179446,0.0205153,-0.146252,-0.257156,-0.269835,-0.179446,-0.0205153,0.146252;0.136183,-0.0468756,-0.212029,-0.296195,-0.267224,-0.136183,0.0468756,0.212029,0.296195,0.267224,0.136183;0.074097,-0.333002,-0.612906,-0.6587,-0.452894,-0.074097,0.333002,0.612906,0.6587,0.452894,0.074097;-0.0162916,-0.491933,-0.779673,-0.769604,-0.465573,0.0162916,0.491933,0.779673,0.769604,0.465573,-0.0162916;-0.100457,-0.462962,-0.648631,-0.586545,-0.300419,0.100457,0.462962,0.648631,0.586545,0.300419,-0.100457;-0.146252,-0.257156,-0.269835,-0.179446,-0.0205153,0.146252,0.257156,0.269835,0.179446,0.0205153,-0.146252;-0.136183,0.0468756,0.212029,0.296195,0.267224,0.136183,-0.0468756,-0.212029,-0.296195,-0.267224,-0.136183;-0.074097,0.333002,0.612906,0.6587,0.452894,0.074097,-0.333002,-0.612906,-0.6587,-0.452894,-0.074097;0.0162916,0.491933,0.779673,0.769604,0.465573,-0.0162916,-0.491933,-0.779673,-0.769604,-0.465573,0.0162916
-0.0404359,0.443508,0.758047,0.783037,0.508934,0.0404359,-0.443508,-0.758047,-0.783037,-0.508934,-0.0404359;0.0550229,0.443756,0.662989,0.628983,0.354727,-0.0550229,-0.443756,-0.662989,-0.628983,-0.354727,0.0550229;0.129465,0.274504,0.314692,0.234678,0.0650256,-0.129465,-0.274504,-0.314692,-0.234678,-0.0650256,0.129465;0.154455,0.000401001,-0.153807,-0.249265,-0.249513,-0.154455,-0.000401001,0.153807,0.249265,0.249513,0.154455;0.120449,-0.273855,-0.563556,-0.637998,-0.468746,-0.120449,0.273855,0.563556,0.637998,0.468746,0.120449;0.0404359,-0.443508,-0.758047,-0.783037,-0.508934,-0.0404359,0.443508,0.758047,0.783037,0.508934,0.0404359;-0.0550229,-0.443756,-0.662989,-0.628983,-0.354727,0.0550229,0.443756,0.662989,0.628983,0.354727,-0.0550229;-0.129465,-0.274504,-0.314692,-0.234678,-0.0650256,0.129465,0.274504,0.314692,0.234678,0.0650256,-0.129465;-0.154455,-0.000401001,0.153807,0.249265,0.249513,0.154455,0.000401001,-0.153807,-0.249265,-0.249513,-0.154455;-0.120449,0.273855,0.563556,0.637998,0.468746,0.120449,-0.273855,-0.563556,-0.637998,-0.468746,-0.120449;-0.0404359,0.443508,0.758047,0.783037,0.508934,0.0404359,-0.443508,-0.758047,-0.783037,-0.508934,-0.0404359
-0.0965227,0.391701,0.730308,0.789962,0.547878,0.0965227,-0.391701,-0.730308,-0.789962,-0.547878,-0.0965227;0.00618338,0.418418,0.670831,0.667009,0.408413,-0.00618338,-0.418418,-0.670831,-0.667009,-0.408413,0.00618338;0.106528,0.285313,0.355119,0.289281,0.112948,-0.106528,-0.285313,-0.355119,-0.289281,-0.112948,0.106528;0.166182,0.043229,-0.0962359,-0.198942,-0.225659,-0.166182,-0.043229,0.0962359,0.198942,0.225659,0.166182;0.16236,-0.215367,-0.510832,-0.611176,-0.478072,-0.16236,0.215367,0.510832,0.611176,0.478072,0.16236;0.0965227,-0.391701,-0.730308,-0.789962,-0.547878,-0.0965227,0.391701,0.730308,0.789962,0.547878,0.0965227;-0.00618338,-0.418418,-0.670831,-0.667009,-0.408413,0.00618338,0.418418,0.670831,0.667009,0.408413,-0.00618338;-0.106528,-0.285313,-0.355119,-0.289281,-0.112948,0.106528,0.285313,0.355119,0.289281,0.112948,-0.106528;-0.166182,-0.043229,0.0962359,0.198942,0.225659,0.166182,0.043229,-0.0962359,-0.198942,-0.225659,-0.166182;-0.16236,0.215367,0.510832,0.611176,0.478072,0.16236,-0.215367,-0.510832,-0.611176,-0.478072,-0.16236;-0.0965227,0.391701,0.730308,0.789962,0.547878,0.0965227,-0.391701,-0.730308,-0.789962,-0.547878,-0.0965227
-0.151191,0.337214,0.696816,0.790257,0.581847,0.151191,-0.337214,-0.696816,-0.790257,-0.581847,-0.151191;-0.0453579,0.387308,0.672036,0.700068,0.460699,0.0453579,-0.387308,-0.672036,-0.700068,-0.460699,-0.0453579;0.0778008,0.289464,0.390561,0.342478,0.163579,-0.0778008,-0.289464,-0.390561,-0.342478,-0.163579,0.0778008;0.171242,0.0810537,-0.0400947,-0.145928,-0.196022,-0.171242,-0.0810537,0.0400947,0.145928,0.196022,0.171242;0.199275,-0.158316,-0.455436,-0.578594,-0.48075,-0.199275,0.158316,0.455436,0.578594,0.48075,0.199275;0.151191,-0.337214,-0.696816,-0.790257,-0.581847,-0.151191,0.337214,0.696816,0.790257,0.581847,0.151191;0.0453579,-0.387308,-0.672036,-0.700068,-0.460699,-0.0453579,0.387308,0.672036,0.700068,0.460699,0.0453579;-0.0778008,-0.289464,-0.390561,-0.342478,-0.163579,0.0778008,0.289464,0.390561,0.342478,0.163579,-0.0778008;-0.171242,-0.0810537,0.0400947,0.145928,0.196022,0.171242,0.0810537,-0.0400947,-0.145928,-0.196022,-0.171242;-0.199275,0.158316,0.455436,0.578594,0.48075,0.199275,-0.158316,-0.455436,-0.578594,-0.48075,-0.199275;-0.151191,0.337214,0.696816,0.790257,0.581847,0.151191,-0.337214,-0.696816,-0.790257,-0.581847,-0.151191
-0.203685,0.280788,0.65801,0.783895,0.610358,0.203685,-0.280788,-0.65801,-0.783895,-0.610358,-0.203685;-0.0988613,0.350867,0.666577,0.727676,0.510828,0.0988613,-0.350867,-0.666577,-0.727676,-0.510828,-0.0988613;0.0437243,0.286927,0.420533,0.39351,0.21618,-0.0437243,-0.286927,-0.420533,-0.39351,-0.21618,0.0437243;0.169609,0.11339,0.0138606,-0.0909634,-0.161043,-0.169609,-0.11339,-0.0138606,0.0909634,0.161043,0.169609;0.230708,-0.103458,-0.398106,-0.540692,-0.476752,-0.230708,0.103458,0.398106,0.540692,0.476752,0.230708;0.203685,-0.280788,-0.65801,-0.783895,-0.610358,-0.203685,0.280788,0.65801,0.783895,0.610358,0.203685;0.0988613,-0.350867,-0.666577,-0.727676,-0.510828,-0.0988613,0.350867,0.666577,0.727676,0.510828,0.0988613;-0.0437243,-0.286927,-0.420533,-0.39351,-0.21618,0.0437243,0.286927,0.420533,0.39351,0.21618,-0.0437243;-0.169609,-0.11339,-0.0138606,0.0909634,0.161043,0.169609,0.11339,0.0138606,-0.0909634,-0.161043,-0.169609;-0.230708,0.103458,0.398106,0.540692,0.476752,0.230708,-0.103458,-0.398106,-0.540692,-0.476752,-0.230708;-0.203685,0.280788,0.65801,0.783895,0.610358,0.203685,-0.280788,-0.65801,-0.783895,-0.610358,-0.203685
-0.253279,0.223188,0.614405,0.77094,0.633002,0.253279,-0.223188,-0.614405,-0.77094,-0.633002,-0.253279;-0.153561,0.309608,0.654518,0.749424,0.558076,0.153561,-0.309608,-0.654518,-0.749424,-0.558076,-0.153561;0.00481148,0.277768,0.444627,0.441654,0.269983,-0.00481148,-0.277768,-0.444627,-0.441654,-0.269983,0.00481148;0.161347,0.139831,0.0649044,-0.0348133,-0.121233,-0.161347,-0.139831,-0.0649044,0.0348133,0.121233,0.161347;0.256253,-0.0515176,-0.33961,-0.497983,-0.466143,-0.256253,0.0515176,0.33961,0.497983,0.466143,0.256253;0.253279,-0.223188,-0.614405,-0.77094,-0.633002,-0.253279,0.223188,0.614405,0.77094,0.633002,0.253279;0.153561,-0.309608,-0.654518,-0.749424,-0.558076,-0.153561,0.309608,0.654518,0.749424,0.558076,0.153561;-0.00481148,-0.277768,-0.444627,-0.441654,-0.269983,0.00481148,0.277768,0.444627,0.441654,0.269983,-0.00481148;-0.161347,-0.139831,-0.0649044,0.0348133,0.121233,0.161347,0.139831,0.0649044,-0.0348133,-0.121233,-0.161347;-0.256253,0.0515176,0.33961,0.497983,0.466143,0.256253,-0.0515176,-0.33961,-0.497983,-0.466143,-0.256253;-0.253279,0.223188,0.614405,0.77094,0.633002,0.253279,-0.223188,-0.614405,-0.77094,-0.633002,-0.253279
-0.299288,0.165194,0.566578,0.751548,0.649453,0.299288,-0.165194,-0.566578,-0.751548,-0.649453,-0.299288;-0.208677,0.26411,0.636016,0.764985,0.601756,0.208677,-0.26411,-0.636016,-0.764985,-0.601756,-0.208677;-0.0383583,0.262145,0.462517,0.486224,0.32421,0.0383583,-0.262145,-0.462517,-0.486224,-0.32421,-0.0383583;0.146612,0.160049,0.112353,0.0217414,-0.0771743,-0.146612,-0.160049,-0.112353,-0.0217414,0.0771743,0.146612;0.275581,-0.00317997,-0.280727,-0.451045,-0.44908,-0.275581,0.00317997,0.280727,0.451045,0.44908,0.275581;0.299288,-0.165194,-0.566578,-0.751548,-0.649453,-0.299288,0.165194,0.566578,0.751548,0.649453,0.299288;0.208677,-0.26411,-0.636016,-0.764985,-0.601756,-0.208677,0.26411,0.636016,0.764985,0.601756,0.208677;0.0383583,-0.262145,-0.462517,-0.486224,-0.32421,-0.0383583,0.262145,0.462517,0.486224,0.32421,0.0383583;-0.146612,-0.160049,-0.112353,-0.0217414,0.0771743,0.146612,0.160049,0.112353,0.0217414,-0.0771743,-0.146612;-0.275581,0.00317997,0.280727,0.451045,0.44908,0.275581,-0.00317997,-0.280727,-0.451045,-0.44908,-0.275581;-0.299288,0.165194,0.566578,0.751548,0.649453,0.299288,-0.165194,-0.566578,-0.751548,-0.649453,-0.299288
-0.341079,0.107592,0.515168,0.725966,0.65947,0.341079,-0.107592,-0.515168,-0.725966,-0.65947,-0.341079;-0.263423,0.21501,0.611316,0.77412,0.641237,0.263423,-0.21501,-0.611316,-0.77412,-0.641237,-0.263423;-0.0851474,0.240301,0.473963,0.526587,0.378073,0.0851474,-0.240301,-0.473963,-0.526587,-0.378073,-0.0851474;0.125651,0.173805,0.155572,0.0779151,-0.0295026,-0.125651,-0.173805,-0.155572,-0.0779151,0.0295026,0.125651;0.288455,0.0409219,-0.222242,-0.400518,-0.425809,-0.288455,-0.0409219,0.222242,0.400518,0.425809,0.288455;0.341079,-0.107592,-0.515168,-0.725966,-0.65947,-0.341079,0.107592,0.515168,0.725966,0.65947,0.341079;0.263423,-0.21501,-0.611316,-0.77412,-0.641237,-0.263423,0.21501,0.611316,0.77412,0.641237,0.263423;0.0851474,-0.240301,-0.473963,-0.526587,-0.378073,-0.0851474,0.240301,0.473963,0.526587,0.378073,0.0851474;-0.125651,-0.173805,-0.155572,-0.0779151,0.0295026,0.125651,0.173805,0.155572,0.0779151,-0.0295026,-0.125651;-0.288455,-0.0409219,0.222242,0.400518,0.425809,0.288455,0.0409219,-0.222242,-0.400518,-0.425809,-0.288455;-0.341079,0.107592,0.515168,0.725966,0.65947,0.341079,-0.107592,-0.515168,-0.725966,-0.65947,-0.341079
