0.960518,0.992709,0.999189,0.979791,0.935016,0.866025,0.774605,0.663123,0.534466,0.391967
0.954714,0.98939,0.99844,0.981632,0.939399,0.872837,0.783669,0.674204,0.547278,0.406177
0.948678,0.985822,0.997434,0.983213,0.943528,0.879405,0.792506,0.685082,0.559915,0.420246
0.94241,0.982008,0.996172,0.984536,0.947401,0.885728,0.801116,0.695756,0.572375,0.43417
0.935915,0.977949,0.994655,0.9856,0.951019,0.891806,0.809497,0.706221,0.584655,0.447947
0.929193,0.973647,0.992884,0.986406,0.954381,0.897637,0.817646,0.716477,0.596753,0.461573
0.922247,0.969103,0.99086,0.986954,0.957487,0.903221,0.825562,0.726522,0.608665,0.475044
0.91508,0.96432,0.988584,0.987245,0.960337,0.908556,0.833245,0.736353,0.620389,0.488358
0.907693,0.959298,0.986058,0.987279,0.962931,0.913643,0.840692,0.745967,0.631923,0.501512
0.90009,0.954041,0.983282,0.987058,0.965268,0.918479,0.847902,0.755365,0.643264,0.514502
0.892273,0.948549,0.980259,0.98658,0.96735,0.923065,0.854874,0.764542,0.654409,0.527327
0.884244,0.942826,0.976989,0.985849,0.969175,0.927401,0.861607,0.773498,0.665356,0.539981
0.876007,0.936872,0.973474,0.984863,0.970745,0.931484,0.868099,0.782231,0.676103,0.552464
0.867563,0.930691,0.969715,0.983625,0.972058,0.935316,0.87435,0.790739,0.686647,0.564772
0.858915,0.924284,0.965715,0.982134,0.973117,0.938896,0.880358,0.79902,0.696987,0.576903
0.850068,0.917654,0.961474,0.980393,0.97392,0.942223,0.886123,0.807073,0.70712,0.588853
0.841022,0.910803,0.956995,0.978402,0.974469,0.945298,0.891644,0.814896,0.717044,0.60062
0.831782,0.903733,0.952279,0.976163,0.974764,0.948119,0.896919,0.822489,0.726757,0.612202
0.82235,0.896446,0.947329,0.973676,0.974805,0.950688,0.901948,0.829849,0.736257,0.623596
0.81273,0.888946,0.942145,0.970943,0.974594,0.953004,0.906731,0.836975,0.745541,0.634799
0.802926,0.881235,0.93673,0.967965,0.97413,0.955067,0.911267,0.843866,0.754609,0.645809
0.792941,0.873315,0.931086,0.964744,0.973416,0.956877,0.915555,0.850521,0.763459,0.656624
0.782778,0.865189,0.925214,0.96128,0.97245,0.958434,0.919595,0.856938,0.772088,0.667241
0.772443,0.856861,0.919119,0.957577,0.971235,0.959739,0.923386,0.863117,0.780495,0.677658
0.761939,0.848333,0.9128,0.953634,0.969771,0.960791,0.926928,0.869057,0.788678,0.687873
0.751271,0.839608,0.906261,0.949454,0.968059,0.961592,0.93022,0.874756,0.796637,0.697884
0.740443,0.83069,0.899504,0.945039,0.966101,0.962142,0.933264,0.880214,0.804368,0.707689
0.729462,0.821581,0.892532,0.94039,0.963897,0.96244,0.936057,0.88543,0.811872,0.717286
0.718331,0.812287,0.885347,0.935509,0.961449,0.962489,0.938601,0.890404,0.819145,0.726672
0.707057,0.80281,0.877952,0.930399,0.958758,0.962288,0.940895,0.895133,0.826188,0.735846
0.695645,0.793154,0.870349,0.92506,0.955825,0.961838,0.942939,0.899619,0.833,0.744806
0.684101,0.783324,0.862542,0.919496,0.952652,0.961139,0.944734,0.90386,0.839577,0.75355
0.672432,0.773324,0.854533,0.913707,0.94924,0.960193,0.946279,0.907856,0.845921,0.762076
0.660643,0.763158,0.846326,0.907698,0.945591,0.959001,0.947575,0.911607,0.852029,0.770384
0.648741,0.752831,0.837924,0.901469,0.941706,0.957563,0.948622,0.915112,0.857901,0.778471
0.636733,0.742348,0.829331,0.895024,0.937588,0.955881,0.94942,0.91837,0.863535,0.786335
0.624624,0.731714,0.82055,0.888364,0.933237,0.953955,0.94997,0.921382,0.868931,0.793976
0.612422,0.720934,0.811584,0.881493,0.928655,0.951787,0.950273,0.924148,0.874089,0.801391
0.600133,0.710013,0.802438,0.874414,0.923845,0.949378,0.950328,0.926667,0.879006,0.80858
0.587764,0.698957,0.793116,0.867128,0.918809,0.946728,0.950137,0.92894,0.883684,0.815541
0.57532,0.687771,0.783621,0.85964,0.913548,0.943841,0.9497,0.930966,0.88812,0.822273
0.562809,0.676461,0.773959,0.851952,0.908065,0.940716,0.949018,0.932745,0.892315,0.828774
0.550236,0.665033,0.764133,0.844067,0.902362,0.937356,0.948092,0.934278,0.896268,0.835045
0.537608,0.653492,0.754148,0.835989,0.896442,0.933762,0.946923,0.935565,0.899978,0.841083
0.52493,0.641844,0.744009,0.827722,0.890306,0.929936,0.945511,0.936607,0.903446,0.846887
0.512209,0.630095,0.733721,0.819268,0.883958,0.925879,0.943858,0.937402,0.906671,0.852458
0.499448,0.618251,0.723288,0.810632,0.877401,0.921594,0.941965,0.937953,0.909652,0.857793
0.486655,0.606317,0.712715,0.801817,0.870636,0.917082,0.939833,0.93826,0.912391,0.862892
0.473832,0.594299,0.702008,0.792828,0.863667,0.912345,0.937463,0.938322,0.914885,0.867755
0.460986,0.582203,0.691171,0.783668,0.856496,0.907385,0.934856,0.938142,0.917137,0.87238
0.44812,0.570033,0.68021,0.774342,0.849128,0.902205,0.932015,0.937718,0.919145,0.876768
0.435239,0.557796,0.66913,0.764853,0.841565,0.896806,0.92894,0.937053,0.920909,0.880917
0.422346,0.545497,0.657936,0.755207,0.83381,0.891192,0.925633,0.936147,0.922431,0.884827
0.409444,0.53314,0.646633,0.745407,0.825867,0.885364,0.922095,0.935001,0.923709,0.888498
0.396537,0.52073,0.635226,0.735458,0.817739,0.879326,0.918329,0.933616,0.924745,0.891929
0.383627,0.508273,0.623721,0.725365,0.80943,0.873079,0.914337,0.931994,0.925539,0.895121
0.370717,0.495773,0.612122,0.715132,0.800944,0.866627,0.910119,0.930134,0.926091,0.898072
0.357809,0.483233,0.600435,0.704764,0.792284,0.859972,0.905678,0.928038,0.926402,0.900783
0.344905,0.470659,0.588665,0.694265,0.783455,0.853117,0.901016,0.925709,0.926472,0.903254
0.332007,0.458053,0.576816,0.683641,0.77446,0.846066,0.896136,0.923146,0.926302,0.905485
0.319116,0.44542,0.564893,0.672896,0.765303,0.838822,0.891039,0.920352,0.925893,0.907475
0.306233,0.432763,0.552901,0.662035,0.755989,0.831387,0.885728,0.917328,0.925245,0.909225
0.29336,0.420085,0.540844,0.651062,0.746521,0.823765,0.880205,0.914076,0.92436,0.910735
0.280498,0.407389,0.528727,0.639983,0.736904,0.815959,0.874473,0.910597,0.923239,0.912006
0.267646,0.394678,0.516554,0.628802,0.727142,0.807974,0.868534,0.906893,0.921881,0.913037
0.254806,0.381955,0.504329,0.617523,0.71724,0.799811,0.862392,0.902966,0.92029,0.913829
0.241977,0.369221,0.492056,0.606151,0.707201,0.791476,0.856048,0.898818,0.918464,0.914383
0.229161,0.35648,0.479738,0.59469,0.697031,0.782972,0.849506,0.894451,0.916407,0.914699
